ProjectID,GenID,Chromosome,Duration,Fitness,Mutated,ProjectRunningStats,A,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A3.0;A7.0;A8.0;A4.0;A9.0;A10.0;,35.64596,0.02805,false,Chromosome ExcutionStats Pname A ST 0.0 ET 35.64596 Duration 35.64596 Criticalpath Dur= 22.99808||,12.64788,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A7.0;A3.0;A4.0;A8.0;A9.0;A10.0;,37.83493,0.02643,false,Chromosome ExcutionStats Pname A ST 0.0 ET 37.83493 Duration 37.83493 Criticalpath Dur= 22.99808||,14.83685,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A3.0;A7.0;A8.0;A4.0;A9.0;A10.0;,35.64596,0.02805,false,Chromosome ExcutionStats Pname A ST 0.0 ET 35.64596 Duration 35.64596 Criticalpath Dur= 22.99808||,12.64788,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A7.0;A3.0;A4.0;A8.0;A9.0;A10.0;,37.83493,0.02643,false,Chromosome ExcutionStats Pname A ST 0.0 ET 37.83493 Duration 37.83493 Criticalpath Dur= 22.99808||,14.83685,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A3.0;A7.0;A8.0;A4.0;A9.0;A10.0;,35.64596,0.02805,true,Chromosome ExcutionStats Pname A ST 0.0 ET 35.64596 Duration 35.64596 Criticalpath Dur= 22.99808||,12.64788,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A8.0;A4.0;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,43.97712,0.02274,false,Chromosome ExcutionStats Pname A ST 0.0 ET 43.97712 Duration 43.97712 Criticalpath Dur= 22.99808||,20.97904,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A8.0;A4.0;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,43.97712,0.02274,false,Chromosome ExcutionStats Pname A ST 0.0 ET 43.97712 Duration 43.97712 Criticalpath Dur= 22.99808||,20.97904,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A8.0;A4.0;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,43.97712,0.02274,false,Chromosome ExcutionStats Pname A ST 0.0 ET 43.97712 Duration 43.97712 Criticalpath Dur= 22.99808||,20.97904,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A8.0;A4.0;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,43.97712,0.02274,false,Chromosome ExcutionStats Pname A ST 0.0 ET 43.97712 Duration 43.97712 Criticalpath Dur= 22.99808||,20.97904,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A7.0;A2.0;A8.0;A3.0;A4.0;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,43.97712,0.02274,true,Chromosome ExcutionStats Pname A ST 0.0 ET 43.97712 Duration 43.97712 Criticalpath Dur= 22.99808||,20.97904,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A8.0;A4.0;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,43.97712,0.02274,false,Chromosome ExcutionStats Pname A ST 0.0 ET 43.97712 Duration 43.97712 Criticalpath Dur= 22.99808||,20.97904,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A8.0;A4.0;A1.0-f;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,45.79799,0.02184,false,Chromosome ExcutionStats Pname A ST 0.0 ET 45.79799 Duration 45.79799 Criticalpath Dur= 22.99808||,22.79991,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A8.0;A4.0;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,43.97712,0.02274,false,Chromosome ExcutionStats Pname A ST 0.0 ET 43.97712 Duration 43.97712 Criticalpath Dur= 22.99808||,20.97904,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A3.0;A7.0;A8.0;A4.0;A9.0;A10.0;,35.64596,0.02805,false,Chromosome ExcutionStats Pname A ST 0.0 ET 35.64596 Duration 35.64596 Criticalpath Dur= 22.99808||,12.64788,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A8.0;A4.0;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,43.97712,0.02274,false,Chromosome ExcutionStats Pname A ST 0.0 ET 43.97712 Duration 43.97712 Criticalpath Dur= 22.99808||,20.97904,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A8.0;A4.0;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,43.97712,0.02274,false,Chromosome ExcutionStats Pname A ST 0.0 ET 43.97712 Duration 43.97712 Criticalpath Dur= 22.99808||,20.97904,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A8.0;A4.0;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,43.97712,0.02274,false,Chromosome ExcutionStats Pname A ST 0.0 ET 43.97712 Duration 43.97712 Criticalpath Dur= 22.99808||,20.97904,
GPID-1,5,A1.0;A5.0;A2.0;A3.0;A6.0;A7.0;A8.0;A4.0;A9.0;A10.0;,37.83493,0.02643,false,Chromosome ExcutionStats Pname A ST 0.0 ET 37.83493 Duration 37.83493 Criticalpath Dur= 22.99808||,14.83685,
GPID-1,5,A1.0;A5.0;A2.0;A3.0;A4.0;A6.0;A7.0;A8.0;A9.0;A10.0;,37.83493,0.02643,false,Chromosome ExcutionStats Pname A ST 0.0 ET 37.83493 Duration 37.83493 Criticalpath Dur= 22.99808||,14.83685,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A8.0;A4.0;A1.0-f;A5.0-f;A2.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,46.22923,0.02163,false,Chromosome ExcutionStats Pname A ST 0.0 ET 46.22923 Duration 46.22923 Criticalpath Dur= 22.99808||,23.23115,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A8.0;A4.0;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,43.97712,0.02274,false,Chromosome ExcutionStats Pname A ST 0.0 ET 43.97712 Duration 43.97712 Criticalpath Dur= 22.99808||,20.97904,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A8.0;A4.0;A1.0-f;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,45.79799,0.02184,false,Chromosome ExcutionStats Pname A ST 0.0 ET 45.79799 Duration 45.79799 Criticalpath Dur= 22.99808||,22.79991,
GPID-1,5,A1.0;A5.0;A2.0;A3.0;A4.0;A6.0;A7.0;A8.0;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,44.31107,0.02257,false,Chromosome ExcutionStats Pname A ST 0.0 ET 44.31107 Duration 44.31107 Criticalpath Dur= 22.99808||,21.31299,
GPID-1,5,A1.0;A5.0;A2.0;A3.0;A4.0;A6.0;A7.0;A8.0;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,44.31107,0.02257,false,Chromosome ExcutionStats Pname A ST 0.0 ET 44.31107 Duration 44.31107 Criticalpath Dur= 22.99808||,21.31299,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A4.0;A8.0;A1.0-f;A5.0-f;A2.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,46.22923,0.02163,true,Chromosome ExcutionStats Pname A ST 0.0 ET 46.22923 Duration 46.22923 Criticalpath Dur= 22.99808||,23.23115,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A8.0;A4.0;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,43.97712,0.02274,false,Chromosome ExcutionStats Pname A ST 0.0 ET 43.97712 Duration 43.97712 Criticalpath Dur= 22.99808||,20.97904,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A3.0;A7.0;A8.0;A9.0;A4.0;A10.0;,35.64596,0.02805,true,Chromosome ExcutionStats Pname A ST 0.0 ET 35.64596 Duration 35.64596 Criticalpath Dur= 22.99808||,12.64788,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A7.0;A3.0;A4.0;A8.0;A9.0;A10.0;,37.83493,0.02643,false,Chromosome ExcutionStats Pname A ST 0.0 ET 37.83493 Duration 37.83493 Criticalpath Dur= 22.99808||,14.83685,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A4.0;A8.0;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,43.97712,0.02274,false,Chromosome ExcutionStats Pname A ST 0.0 ET 43.97712 Duration 43.97712 Criticalpath Dur= 22.99808||,20.97904,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A5.0;A1.0;A2.0;A6.0;A3.0;A7.0;A8.0;A4.0;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,44.31107,0.02257,true,Chromosome ExcutionStats Pname A ST 0.0 ET 44.31107 Duration 44.31107 Criticalpath Dur= 22.99808||,21.31299,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A8.0;A4.0;A1.0-f;A5.0-f;A2.0-f;A6.0-f;A3.0-f;A7.0-f;A9.0;A10.0;,46.22923,0.02163,false,Chromosome ExcutionStats Pname A ST 0.0 ET 46.22923 Duration 46.22923 Criticalpath Dur= 22.99808||,23.23115,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A7.0;A3.0;A4.0;A8.0;A9.0;A10.0;,37.83493,0.02643,false,Chromosome ExcutionStats Pname A ST 0.0 ET 37.83493 Duration 37.83493 Criticalpath Dur= 22.99808||,14.83685,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A3.0;A7.0;A8.0;A4.0;A9.0;A10.0;,35.64596,0.02805,false,Chromosome ExcutionStats Pname A ST 0.0 ET 35.64596 Duration 35.64596 Criticalpath Dur= 22.99808||,12.64788,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A3.0;A7.0;A8.0;A4.0;A9.0;A10.0;,35.64596,0.02805,false,Chromosome ExcutionStats Pname A ST 0.0 ET 35.64596 Duration 35.64596 Criticalpath Dur= 22.99808||,12.64788,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A3.0;A7.0;A8.0;A4.0;A9.0;A10.0;,35.64596,0.02805,false,Chromosome ExcutionStats Pname A ST 0.0 ET 35.64596 Duration 35.64596 Criticalpath Dur= 22.99808||,12.64788,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A4.0;A8.0;A1.0-f;A5.0-f;A2.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,46.22923,0.02163,true,Chromosome ExcutionStats Pname A ST 0.0 ET 46.22923 Duration 46.22923 Criticalpath Dur= 22.99808||,23.23115,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A7.0;A3.0;A4.0;A8.0;A9.0;A10.0;,37.83493,0.02643,false,Chromosome ExcutionStats Pname A ST 0.0 ET 37.83493 Duration 37.83493 Criticalpath Dur= 22.99808||,14.83685,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A6.0;A2.0;A7.0;A3.0;A8.0;A4.0;A5.0-f;A6.0-f;A7.0-f;A9.0;A10.0;,43.97712,0.02274,false,Chromosome ExcutionStats Pname A ST 0.0 ET 43.97712 Duration 43.97712 Criticalpath Dur= 22.99808||,20.97904,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A3.0;A4.0;A1.0-f;A2.0-f;A3.0-f;A7.0;A4.0-f;A1.0-ff;A8.0;A2.0-ff;A5.0-f;A3.0-ff;A6.0-f;A7.0-f;A8.0-f;A5.0-ff;A6.0-ff;A7.0-ff;A8.0-ff;A9.0;A10.0;,55.1512,0.01813,false,Chromosome ExcutionStats Pname A ST 0.0 ET 55.1512 Duration 55.1512 Criticalpath Dur= 22.99808||,32.15312,
GPID-1,5,A1.0;A5.0;A2.0;A6.0;A7.0;A3.0;A8.0;A4.0;A1.0-f;A5.0-f;A2.0-f;A6.0-f;A3.0-f;A7.0-f;A9.0;A10.0;,46.56318,0.02148,true,Chromosome ExcutionStats Pname A ST 0.0 ET 46.56318 Duration 46.56318 Criticalpath Dur= 22.99808||,23.5651,
